TrackId,InvoiceId,CustomerId,InvoiceDate,Total,FullName,Address,City,State,Country,PostalCode,Email
60,4,14,2009-01-06 00:00:00,8.91,Mark Philips,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,mphilips12@shaw.ca
66,4,14,2009-01-06 00:00:00,8.91,Mark Philips,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,mphilips12@shaw.ca
72,4,14,2009-01-06 00:00:00,8.91,Mark Philips,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,mphilips12@shaw.ca
78,4,14,2009-01-06 00:00:00,8.91,Mark Philips,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,mphilips12@shaw.ca
84,4,14,2009-01-06 00:00:00,8.91,Mark Philips,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,mphilips12@shaw.ca
90,4,14,2009-01-06 00:00:00,8.91,Mark Philips,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,mphilips12@shaw.ca
99,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
108,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
117,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
126,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
135,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
144,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
153,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
162,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
171,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
180,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
189,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
198,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
207,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
216,5,23,2009-01-11 00:00:00,13.86,John Gordon,69 Salem Street,Boston,MA,USA,2113,johngordon22@yahoo.com
230,6,37,2009-01-19 00:00:00,0.99,Fynn Zimmermann,Berger Stra�e 10,Frankfurt,,Germany,60316,fzimmermann@yahoo.de
231,7,38,2009-02-01 00:00:00,1.98,Niklas Schr�der,Barbarossastra�e 19,Berlin,,Germany,10779,nschroder@surfeu.de
232,7,38,2009-02-01 00:00:00,1.98,Niklas Schr�der,Barbarossastra�e 19,Berlin,,Germany,10779,nschroder@surfeu.de
234,8,40,2009-02-01 00:00:00,1.98,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
236,8,40,2009-02-01 00:00:00,1.98,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
238,9,42,2009-02-02 00:00:00,3.96,Wyatt Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,wyatt.girard@yahoo.fr
240,9,42,2009-02-02 00:00:00,3.96,Wyatt Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,wyatt.girard@yahoo.fr
242,9,42,2009-02-02 00:00:00,3.96,Wyatt Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,wyatt.girard@yahoo.fr
244,9,42,2009-02-02 00:00:00,3.96,Wyatt Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,wyatt.girard@yahoo.fr
248,10,46,2009-02-03 00:00:00,5.94,Hugh O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,,hughoreilly@apple.ie
252,10,46,2009-02-03 00:00:00,5.94,Hugh O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,,hughoreilly@apple.ie
256,10,46,2009-02-03 00:00:00,5.94,Hugh O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,,hughoreilly@apple.ie
260,10,46,2009-02-03 00:00:00,5.94,Hugh O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,,hughoreilly@apple.ie
264,10,46,2009-02-03 00:00:00,5.94,Hugh O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,,hughoreilly@apple.ie
268,10,46,2009-02-03 00:00:00,5.94,Hugh O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,,hughoreilly@apple.ie
274,11,52,2009-02-06 00:00:00,8.91,Emma Jones,202 Hoxton Street,London,,United Kingdom,N1 5LH,emma_jones@hotmail.com
280,11,52,2009-02-06 00:00:00,8.91,Emma Jones,202 Hoxton Street,London,,United Kingdom,N1 5LH,emma_jones@hotmail.com
286,11,52,2009-02-06 00:00:00,8.91,Emma Jones,202 Hoxton Street,London,,United Kingdom,N1 5LH,emma_jones@hotmail.com
292,11,52,2009-02-06 00:00:00,8.91,Emma Jones,202 Hoxton Street,London,,United Kingdom,N1 5LH,emma_jones@hotmail.com
298,11,52,2009-02-06 00:00:00,8.91,Emma Jones,202 Hoxton Street,London,,United Kingdom,N1 5LH,emma_jones@hotmail.com
304,11,52,2009-02-06 00:00:00,8.91,Emma Jones,202 Hoxton Street,London,,United Kingdom,N1 5LH,emma_jones@hotmail.com
310,11,52,2009-02-06 00:00:00,8.91,Emma Jones,202 Hoxton Street,London,,United Kingdom,N1 5LH,emma_jones@hotmail.com
316,11,52,2009-02-06 00:00:00,8.91,Emma Jones,202 Hoxton Street,London,,United Kingdom,N1 5LH,emma_jones@hotmail.com
322,11,52,2009-02-06 00:00:00,8.91,Emma Jones,202 Hoxton Street,London,,United Kingdom,N1 5LH,emma_jones@hotmail.com
331,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
340,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
349,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
358,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
367,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
376,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
385,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
394,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
403,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
412,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
421,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
430,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
439,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
448,12,2,2009-02-11 00:00:00,13.86,Leonie K�hler,Theodor-Heuss-Stra�e 34,Stuttgart,,Germany,70174,leonekohler@surfeu.de
462,13,16,2009-02-19 00:00:00,0.99,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
463,14,17,2009-03-04 00:00:00,1.98,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
464,14,17,2009-03-04 00:00:00,1.98,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
466,15,19,2009-03-04 00:00:00,1.98,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
468,15,19,2009-03-04 00:00:00,1.98,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
470,16,21,2009-03-05 00:00:00,3.96,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
472,16,21,2009-03-05 00:00:00,3.96,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
474,16,21,2009-03-05 00:00:00,3.96,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
476,16,21,2009-03-05 00:00:00,3.96,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
480,17,25,2009-03-06 00:00:00,5.94,Victor Stevens,319 N. Frances Street,Madison,WI,USA,53703,vstevens@yahoo.com
484,17,25,2009-03-06 00:00:00,5.94,Victor Stevens,319 N. Frances Street,Madison,WI,USA,53703,vstevens@yahoo.com
488,17,25,2009-03-06 00:00:00,5.94,Victor Stevens,319 N. Frances Street,Madison,WI,USA,53703,vstevens@yahoo.com
492,17,25,2009-03-06 00:00:00,5.94,Victor Stevens,319 N. Frances Street,Madison,WI,USA,53703,vstevens@yahoo.com
496,17,25,2009-03-06 00:00:00,5.94,Victor Stevens,319 N. Frances Street,Madison,WI,USA,53703,vstevens@yahoo.com
500,17,25,2009-03-06 00:00:00,5.94,Victor Stevens,319 N. Frances Street,Madison,WI,USA,53703,vstevens@yahoo.com
506,18,31,2009-03-09 00:00:00,8.91,Martha Silk,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,marthasilk@gmail.com
512,18,31,2009-03-09 00:00:00,8.91,Martha Silk,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,marthasilk@gmail.com
518,18,31,2009-03-09 00:00:00,8.91,Martha Silk,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,marthasilk@gmail.com
524,18,31,2009-03-09 00:00:00,8.91,Martha Silk,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,marthasilk@gmail.com
530,18,31,2009-03-09 00:00:00,8.91,Martha Silk,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,marthasilk@gmail.com
536,18,31,2009-03-09 00:00:00,8.91,Martha Silk,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,marthasilk@gmail.com
542,18,31,2009-03-09 00:00:00,8.91,Martha Silk,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,marthasilk@gmail.com
548,18,31,2009-03-09 00:00:00,8.91,Martha Silk,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,marthasilk@gmail.com
554,18,31,2009-03-09 00:00:00,8.91,Martha Silk,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,marthasilk@gmail.com
563,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
572,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
581,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
590,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
599,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
608,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
617,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
626,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
635,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
644,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
653,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
662,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
671,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
680,19,40,2009-03-14 00:00:00,13.86,Dominique Lefebvre,"8, Rue Hanovre",Paris,,France,75002,dominiquelefebvre@gmail.com
694,20,54,2009-03-22 00:00:00,0.99,Steve Murray,110 Raeburn Pl,Edinburgh,,United Kingdom,EH4 1HH,steve.murray@yahoo.uk
695,21,55,2009-04-04 00:00:00,1.98,Mark Taylor,421 Bourke Street,Sidney,NSW,Australia,2010,mark.taylor@yahoo.au
696,21,55,2009-04-04 00:00:00,1.98,Mark Taylor,421 Bourke Street,Sidney,NSW,Australia,2010,mark.taylor@yahoo.au
698,22,57,2009-04-04 00:00:00,1.98,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
700,22,57,2009-04-04 00:00:00,1.98,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
702,23,59,2009-04-05 00:00:00,3.96,Puja Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,puja_srivastava@yahoo.in
704,23,59,2009-04-05 00:00:00,3.96,Puja Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,puja_srivastava@yahoo.in
706,23,59,2009-04-05 00:00:00,3.96,Puja Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,puja_srivastava@yahoo.in
708,23,59,2009-04-05 00:00:00,3.96,Puja Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,puja_srivastava@yahoo.in
712,24,4,2009-04-06 00:00:00,5.94,Bj�rn Hansen,Ullev�lsveien 14,Oslo,,Norway,0171,bjorn.hansen@yahoo.no
716,24,4,2009-04-06 00:00:00,5.94,Bj�rn Hansen,Ullev�lsveien 14,Oslo,,Norway,0171,bjorn.hansen@yahoo.no
720,24,4,2009-04-06 00:00:00,5.94,Bj�rn Hansen,Ullev�lsveien 14,Oslo,,Norway,0171,bjorn.hansen@yahoo.no
724,24,4,2009-04-06 00:00:00,5.94,Bj�rn Hansen,Ullev�lsveien 14,Oslo,,Norway,0171,bjorn.hansen@yahoo.no
728,24,4,2009-04-06 00:00:00,5.94,Bj�rn Hansen,Ullev�lsveien 14,Oslo,,Norway,0171,bjorn.hansen@yahoo.no
732,24,4,2009-04-06 00:00:00,5.94,Bj�rn Hansen,Ullev�lsveien 14,Oslo,,Norway,0171,bjorn.hansen@yahoo.no
738,25,10,2009-04-09 00:00:00,8.91,Eduardo Martins,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,eduardo@woodstock.com.br
744,25,10,2009-04-09 00:00:00,8.91,Eduardo Martins,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,eduardo@woodstock.com.br
750,25,10,2009-04-09 00:00:00,8.91,Eduardo Martins,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,eduardo@woodstock.com.br
756,25,10,2009-04-09 00:00:00,8.91,Eduardo Martins,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,eduardo@woodstock.com.br
762,25,10,2009-04-09 00:00:00,8.91,Eduardo Martins,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,eduardo@woodstock.com.br
768,25,10,2009-04-09 00:00:00,8.91,Eduardo Martins,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,eduardo@woodstock.com.br
774,25,10,2009-04-09 00:00:00,8.91,Eduardo Martins,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,eduardo@woodstock.com.br
780,25,10,2009-04-09 00:00:00,8.91,Eduardo Martins,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,eduardo@woodstock.com.br
786,25,10,2009-04-09 00:00:00,8.91,Eduardo Martins,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,eduardo@woodstock.com.br
795,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
804,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
813,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
822,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
831,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
840,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
849,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
858,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
867,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
876,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
885,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
894,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
903,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
912,26,19,2009-04-14 00:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
926,27,33,2009-04-22 00:00:00,0.99,Ellie Sullivan,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,ellie.sullivan@shaw.ca
927,28,34,2009-05-05 00:00:00,1.98,Jo�o Fernandes,Rua da Assun��o 53,Lisbon,,Portugal,,jfernandes@yahoo.pt
928,28,34,2009-05-05 00:00:00,1.98,Jo�o Fernandes,Rua da Assun��o 53,Lisbon,,Portugal,,jfernandes@yahoo.pt
930,29,36,2009-05-05 00:00:00,1.98,Hannah Schneider,Tauentzienstra�e 8,Berlin,,Germany,10789,hannah.schneider@yahoo.de
932,29,36,2009-05-05 00:00:00,1.98,Hannah Schneider,Tauentzienstra�e 8,Berlin,,Germany,10789,hannah.schneider@yahoo.de
934,30,38,2009-05-06 00:00:00,3.96,Niklas Schr�der,Barbarossastra�e 19,Berlin,,Germany,10779,nschroder@surfeu.de
936,30,38,2009-05-06 00:00:00,3.96,Niklas Schr�der,Barbarossastra�e 19,Berlin,,Germany,10779,nschroder@surfeu.de
938,30,38,2009-05-06 00:00:00,3.96,Niklas Schr�der,Barbarossastra�e 19,Berlin,,Germany,10779,nschroder@surfeu.de
940,30,38,2009-05-06 00:00:00,3.96,Niklas Schr�der,Barbarossastra�e 19,Berlin,,Germany,10779,nschroder@surfeu.de
944,31,42,2009-05-07 00:00:00,5.94,Wyatt Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,wyatt.girard@yahoo.fr
948,31,42,2009-05-07 00:00:00,5.94,Wyatt Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,wyatt.girard@yahoo.fr
952,31,42,2009-05-07 00:00:00,5.94,Wyatt Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,wyatt.girard@yahoo.fr
956,31,42,2009-05-07 00:00:00,5.94,Wyatt Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,wyatt.girard@yahoo.fr
960,31,42,2009-05-07 00:00:00,5.94,Wyatt Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,wyatt.girard@yahoo.fr
964,31,42,2009-05-07 00:00:00,5.94,Wyatt Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,wyatt.girard@yahoo.fr
970,32,48,2009-05-10 00:00:00,8.91,Johannes Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,johavanderberg@yahoo.nl
976,32,48,2009-05-10 00:00:00,8.91,Johannes Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,johavanderberg@yahoo.nl
982,32,48,2009-05-10 00:00:00,8.91,Johannes Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,johavanderberg@yahoo.nl
988,32,48,2009-05-10 00:00:00,8.91,Johannes Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,johavanderberg@yahoo.nl
994,32,48,2009-05-10 00:00:00,8.91,Johannes Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,johavanderberg@yahoo.nl
1000,32,48,2009-05-10 00:00:00,8.91,Johannes Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,johavanderberg@yahoo.nl
1006,32,48,2009-05-10 00:00:00,8.91,Johannes Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,johavanderberg@yahoo.nl
1012,32,48,2009-05-10 00:00:00,8.91,Johannes Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,johavanderberg@yahoo.nl
1018,32,48,2009-05-10 00:00:00,8.91,Johannes Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,johavanderberg@yahoo.nl
1027,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1036,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1045,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1054,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1063,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1072,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1081,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1090,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1099,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1108,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1117,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1126,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1135,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1144,33,57,2009-05-15 00:00:00,13.86,Luis Rojas,"Calle Lira, 198",Santiago,,Chile,,luisrojas@yahoo.cl
1158,34,12,2009-05-23 00:00:00,0.99,Roberto Almeida,"Pra�a Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,roberto.almeida@riotur.gov.br
1159,35,13,2009-06-05 00:00:00,1.98,Fernanda Ramos,Qe 7 Bloco G,Bras�lia,DF,Brazil,71020-677,fernadaramos4@uol.com.br
1160,35,13,2009-06-05 00:00:00,1.98,Fernanda Ramos,Qe 7 Bloco G,Bras�lia,DF,Brazil,71020-677,fernadaramos4@uol.com.br
1162,36,15,2009-06-05 00:00:00,1.98,Jennifer Peterson,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,jenniferp@rogers.ca
